mmsi,lat,lon,sog,cog,haeding,vesselname,imo,callsign,vesseltype,status,length,width,draft,cargo,tclass,direction
367029020,34.53856896753497,23.719773631568994,0,186.9,195,MYSTIC,,WDC4694,50,0,16,5,,50,B,ew
367044250,37.13453970582586,13.628723215289519,9.4,54,511,RANGER 85,,WDJ3240,60,0,25,6,,,B,ew
367474690,31.973614938176873,29.67495543310667,0,-192.7,511,JENNIFER,,WDF6480,31,0,16,7,,,B,sn
367004920,36.79579401142563,18.62916393341458,3.1,-73.9,338,CHIPPEWA,,WDC3265,31,0,26,9,,31,B,ew
367357320,36.48371084475295,17.76743728343182,0.1,-195.8,511,C-TRACTOR 3,IMO8835164,WBX3589,70,0,29,11,3.3,,B,ew
367001940,38.08336245965072,8.172101058888089,0,0,511,MISS ERIN,,WDC3043,31,0,18,6,,52,B,ew
378112685,41.9854572607908,29.531463750223836,0,-178.1,160,SVITZER LUCAYA,IMO9554303,ZJL9662,31,8,29,11,4.6,,B,sn
563624000,36.06442333279334,27.294731855653946,10.7,188.7,192,BW COUGAR,IMO9675494,9V2341,80,0,183,32,13.3,89,B,sw
367436030,36.73081286436741,14.93232338027888,2.7,79.7,81,ELLIS DAVIS,,WDF3114,31,0,23,10,,57,B,ew
367315790,37.4803222560397,12.351424915079637,7.8,-60.3,351,LORI B,,WDD9745,31,0,17,9,,,B,ew
367306920,33.6530838300389,26.898937718288206,0,127,511,TRIPPER,,WDD9104,31,15,17,6,,31,B,ew
367456680,34.063164079813404,27.855881129854573,0,-173.6,71,HAMILTON,,WDF4865,31,0,40,10,,,B,sn
367421310,38.92127,-82.12077,0,-62.4,31,C J QUEENAN,,WDE9789,31,0,42,11,,31,B,
316027733,32.44470085612393,31.58215647842903,0,0,511,VFPA4,,CFK5368,,0,13,3,1.8,,B,ew
367717660,38.18956715722123,25.404112589642907,0,-49.6,511,PAPA JOE DREDGE,,WDI6338,,3,,,,,B,sw
316013357,38.94538368664039,5.993857253022496,0,-49.6,511,CAVALIER MAXIM,IMO5265904,CFB6174,60,,58,12,3.5,,B,ew
368589000,36.70075859738587,21.7909496045753,11,-84,327,OVERSEAS CASCADE,IMO9475935,WOAG,80,0,183,32,12.2,,B,ew
367682990,41.048644106467314,28.996682080168547,5.4,-180.6,216,RENA MARIE,,WDI2909,31,0,26,,,,B,
369970403,41.01272848639099,29.023134182549263,21.4,182.5,511,SEAFAC II,,,90,,,,,,B,
367768080,39.08956538424327,24.649915395185005,10,163.7,170,ROD C,,WDJ3449,31,0,21,9,,31,B,sw
367797190,36.11008660575032,34.4087939155385,0,-153.9,511,UNPLUGGED,,WDJ6382,37,0,20,5,,37,B,ew
367602270,36.891521901216755,12.549752374118155,0,-92,511,PAT LUKE,,WDH2891,31,0,17,,,,B,ew
366862820,36.86114037032289,0.22598838160757628,0,-156.5,511,CAPT ROGER D ADAMS,IMO8975782,WDA9222,31,15,28,9,,,B,ew
367638240,37.39399577616696,18.978196200244717,4.3,-60.6,511,DAVID L FIELDS,,WDH6464,31,0,40,14,,,B,ew
367715840,36.31005817588732,-0.5429466091033213,0,134.9,74,LOUISA FRANCES,,WDI6155,31,12,21,9,,,B,ew
367539920,37.49359118896034,5.229071859104248,7.1,-188.3,511,KATIE T MORAN,IMO9650391,WDG4769,31,0,24,10,,52,B,ew
367366890,42.452687214340806,29.842974700594073,7.5,140,136,LISSY TOO,,WCY5673,31,0,16,,,,B,sn
366691880,45.28964026302597,36.57743502179664,0,-110.2,511,GOLDEN FLEECE,IMO7932393,WSC2259,30,7,27,8,,,B,
367396120,35.95939715072095,33.963449452359605,0,17.8,274,LEMONT TRADER,,WDE7669,31,15,26,9,,,B,ew
366971270,42.3118426626393,35.128419862031514,0,-179,511,ALLAN,,WQZ5900,31,0,29,8,,52,B,ns
366962960,44.55187129842167,37.402080232623575,1.6,-87.6,308,LEE SYNNOTT,,WDB8695,31,12,48,12,,,B,ns
367456770,41.83935843442301,30.059126055788123,0,184.5,6,COUSHATTA,,WDF4876,31,0,21,8,,31,B,sn
367349770,40.850414665246696,28.88308167300909,8.4,-70.5,347,POINT FERMIN,IMO7531838,WDE4178,31,0,32,10,4.1,31,B,
367585170,39.947404694373894,24.06825821005468,0,-169.8,511,RIO GRANDE,,WDG9180,31,0,23,,,,B,sn
367564930,38.27875021488639,25.05985314616249,0,-157.7,511,SIR ROBERT,,WDG7204,31,12,18,,,,B,sn
367010030,44.87592717200132,31.10287274540531,4.8,-99.6,298,J O BRADFORD,,WDC3552,31,13,23,9,,31,B,sn
319105900,44.59053404049183,30.774598939223438,0,-82.2,511,MONICA,,,37,,,,,,B,sn
367452180,40.7004466479626,28.842994723924384,7.4,132.8,125,DENALI,IMO9592185,WDI8455,31,0,38,11,4.1,57,B,
367706810,40.739517808098874,28.941120384679905,0,-170.3,511,HARVEST MAIDEN,,WDI5263,31,0,,,,,B,
367700050,37.92181849495406,25.500586266621294,0,-100.1,183,OCEAN INVICTUS,IMO8970495,WDI4590,30,7,23,9,,,B,sn
367621000,39.35009311395472,24.25523160069388,0.6,-122.4,252,REBEKAH,IMO7932331,WDI7588,31,11,23,8,,,B,sn
367326880,36.354993225926684,20.86245356385924,4.1,127.1,134,AEP MARINER,,WDE2580,31,0,47,14,,31,B,ew
367710260,38.666440973751264,6.7320840298969,0,-49.6,511,ALAN ALBRIGHT,,WDI5601,31,0,17,,,,B,ew
367658860,32.83213371508616,27.32878045098053,4.7,63.5,511,MEG KENNEDY MOORE,,WDH8522,31,12,21,,,,B,ew
367571770,35.71814399514355,30.939607938560876,0,-129.3,304,COLT CLARY,,WDG7880,31,12,23,,,,B,ew
367702940,39.08161,-84.57319,2.3,-168.6,511,MOUNTAIN GIRL,,WDI4874,31,0,14,,,,B,
367568020,35.82438171017055,30.297832934181788,0.1,-114.4,511,FRANCES,IMO5119246,WDG7509,31,0,25,,,,B,ew
367770120,35.71011063752484,29.947671009970644,18.1,-119.5,511,MEMPHIS CREWBOAT II,,WDJ3660,60,0,,,,,B,ew
368528000,32.20923395297813,30.900552695110843,0,-172.4,511,SHEARWATER,IMO8993966,WDF5838,90,3,33,11,3,,B,ew
338194495,35.84008267436505,33.63594493386302,0,-49.6,511,RICK'S CAFE,,,37,,13,,,,B,ew
636012508,35.64522034582492,32.30328532290452,13,134,136,VOIDOMATIS,IMO9298973,A8FX2,80,0,213,32,12.3,,B,ew
367780660,35.0027449183017,19.309365593074947,3.7,79.6,87,CAPT THOMAS PAUL,,WDJ4740,31,15,20,,,,B,ew
367320740,37.767619942871015,8.608474907266812,0,-112.4,281,TENNESSEE,IMO8836584,WDE2124,31,0,42,12,,,B,ew
367605150,35.837613324473175,17.020767241046716,0,-64.4,349,ASTORIA,,WDH3186,60,0,22,,,,B,ew
308457000,39.97243879259628,0.7564133373619949,21.7,-132.5,280,DISNEY WONDER,IMO9126819,C6QM8,60,0,294,32,8,,B,ew
374832000,37.10604516686069,17.333707426692197,8.5,-136.6,270,MG EXPLORER,IMO9767479,HPEZ,70,0,228,,,,B,ew
563051800,42.136678456547976,29.810781722738508,0,95,82,MONTE VERDE,IMO9283239,9V7575,70,0,272,40,10.6,70,B,sn
367155780,42.42786174854464,35.1943872829785,0,0,511,FUME BLANC COMMODORE,,WDD5259,60,0,21,9,,60,B,ns
367314360,29.83396,-93.9584,0,-49.6,511,PELICAN STATE,,WDD9643,31,15,12,,,,B,
367529160,41.84378792075693,29.296826154849345,0.5,-128.2,270,HANDY THREE,,WDG3740,31,0,21,,,52,A,sn
367075190,38.047991611692055,9.428110051901621,0,51.5,511,DAKOTA S,,WDC7687,31,12,18,7,,,B,ew
367057240,36.425403099944646,13.710896042820398,0,-144.7,240,MARK STAAB,,WDC6503,31,12,43,13,,,A,ew
367313000,36.35421779319546,14.785257669116957,8.9,159.2,157,OCEAN SUN,IMO9597862,WDG5142,31,11,47,14,6.1,,B,ew
367741120,45.73925484242891,32.14641339675012,0,-83.4,211,A J,IMO8890310,WDI8684,31,0,29,9,,,B,sn
367491860,42.95253807613671,35.49271357897622,0.1,-151.3,511,BEVERELY ANNE,,WDF8145,31,15,34,10,,,B,ns
366937490,45.30546307678986,36.67945063634053,10.3,-131.1,277,G L OSTRANDER,IMO7501106,WCV7620,31,0,45,12,6.3,,B,
367675660,40.99393999105869,29.00014218167376,0,-157.1,120,MAVERICK,,WDI2195,31,0,16,,,,B,
366983110,37.63515252749954,6.148579476711043,8.3,-102.5,511,ANGUS R COOPER,,WCZ9214,31,5,27,7,,,B,ew
369990237,38.54395008124099,3.518173913132764,1,25.6,20,CG29237,,,90,0,8,,,,A,ew
367105180,45.301899215286134,36.55551181821868,0,-179,277,JOHN REID GOLDING,,WDC9663,31,12,27,9,,57,B,
367448380,36.59305276641509,12.862687808285383,0,-127.8,511,NORTHWIND,IMO7100316,WDF4133,30,15,25,8,,,B,ew
366961890,38.636129786316395,7.574326697164531,0,0,511,SHAWNEE,,WDH8027,31,0,17,7,,52,B,ew
366995460,46.308807315110876,31.601316052331995,4.9,129.1,128,ATLAS,IMO8842258,WDC2601,31,0,21,7,,57,B,sn
538003241,46.0822973150526,32.102614100177455,10.5,-70,340,INGRID C,IMO9546112,V7PJ5,70,0,190,32,12.8,70,B,sn
367005130,40.869470032929385,28.86562788030035,0,-133.5,511,GULF DAWN,IMO6709725,WCY2448,31,0,29,8,3.3,,B,
367766220,40.7026346732377,28.94632270183381,0,-190,511,DALE PYATT,,WDJ3256,70,3,52,,,,B,
367337690,31.570918469199885,31.5965186610279,0,-193.4,511,SAM HOUSTON,,WDE3340,60,15,,,,,B,ew
338199899,31.224567255133515,33.39946003343109,0.1,15.6,511,HARBOR PROGRESS,,,,0,,,,,B,sn
367172460,37.38610781583104,6.080292911163271,0,-49.6,511,CAROLINE,,WDJ5042,60,0,20,6,,,B,ew
316032706,31.643015665585242,33.449666428223345,0,-49.6,511,DUC D'ORLEANS II,IMO8772714,CFN4477,60,15,18,7,2.6,,A,
367098070,45.98625919969886,31.99196864721307,0.7,-49.8,322,GULF COAST,,WDC9139,31,0,28,9,,52,B,sn
367166520,44.07603671792759,30.25828944441287,1.2,51.5,511,LISA M,,WCX3512,31,0,14,4,,,B,sn
367724780,44.21049178919572,36.20797487821528,4.9,31.6,30,BRENDA L MURRAY II,,WDI7040,31,1,,,,,B,ns
367795910,41.0234316642952,29.005907583467515,2.7,10.3,511,NATHAN G,IMO8980749,WDJ6251,31,15,22,7,,0,B,
338282000,36.01697656629904,32.453930682861746,0,-54.1,317,STIMSON,IMO9040558,WDG2051,90,0,46,11,4.2,11,B,ew
366921080,33.32165452734166,27.846069958176148,0.1,183.8,511,MIRIAM W COOPER,,WDB6267,31,0,29,7,,52,B,ew
338211518,38.90012,-76.36315,0,126.8,511,BELLA VITA,,,37,,13,4,,,B,
367052130,37.368255347187564,5.43069948086139,0,-188.4,293,FREEDOM,IMO8998186,WDC6155,31,15,28,9,3.4,0,B,ew
538004934,36.52151894839974,2.355536606668355,13.4,138,137,SEAWAYS REDWOOD,IMO9607954,V7ZX2,80,0,250,44,14.8,,B,ew
367362420,40.180072864744645,13.689195087956913,0,182.6,511,NO 53,,WDE5126,90,15,48,18,,,A,sn
367456890,30.51077,-91.20058,3.2,170.1,165,LYDIA E CAMPBELL,,WDF4887,31,5,43,10,,,A,
366901880,42.89264124754558,35.45865677466487,9,-69.9,350,BURNS HARBOR,IMO7514713,WDB4745,70,0,330,34,8.9,70,B,ns
367115250,44.90190839244086,36.60110821278765,0.1,-111.2,511,TRIBUTE,,WDJ4229,30,,17,6,,,B,ns
367654290,45.27520718066707,36.586354325055765,0,-49.6,511,CONNELL SMITH,,WDH8063,31,0,15,,,,B,
367438000,40.999585842747585,28.99583783298801,22.4,-160.5,249,MAUNAWILI,IMO9268538,WGEB,70,0,217,32,12.5,,B,
367401960,34.03436104665247,22.462907592012737,0,55.1,167,CAJUN,IMO8334055,WDE8132,31,0,21,7,,,B,ew
367658980,37.56031170218653,12.398984631880216,0,-49.6,511,RENDEZVOUS,,WDH8534,60,15,28,7,,,B,ew
367311490,31.742267557619492,33.213678614945074,5.2,63,63,LADY OF PROMPT SUCCO,,WDD9441,31,12,21,8,,31,B,
565807000,41.618977723405706,30.2882878283486,14.7,162.1,163,NYK CLARA,IMO9355408,9VFW9,70,0,210,30,11.5,72,B,sn
367434610,36.312189450147294,-0.6257508314898085,0.1,0.1,63,D A GRIMM,,WDF3023,31,0,35,8,,,B,ew
367371810,35.18755540503015,18.735119226290582,0,107.1,107,MAGOTHY,IMO9544205,WDE5803,31,15,30,10,3.9,31,B,ew
366995990,41.548939773527714,30.165654766785963,0,101.1,183,W C BINION JR,,WDC2649,31,0,20,7,,57,B,sn
235060304,35.39046428928702,29.276005823497204,12.6,155,151,ENERGY CENTURION,IMO9387970,2AJU4,80,0,228,32,14.4,89,B,ew
367685570,35.93469848008155,16.500036948169335,0,-49.6,511,POCAHONTAS,,WDI3160,31,0,16,,,,B,ew
367702030,44.78466502212816,37.53444467460936,0,-179.8,5,CAPT BILL STEWART,,WDI4791,31,1,39,12,,31,A,ns
366996790,39.31813318345314,14.753195353481726,0,25.8,296,PEDERNALES,,WDC2721,31,0,20,8,,57,B,sn
366926740,41.04651756088112,28.988949109616456,1.6,63.1,337,TIM QUIGG,IMO8987917,WDB6570,31,0,24,9,4,52,B,
319107000,43.96027998086793,30.509059165125116,0,-92.2,177,FREEDOM,IMO8975067,ZCOK2,37,15,69,12,3.8,,B,sn
367016340,40.869849609036315,28.991571327128668,0,39.2,511,YANKEE CLIPPER,IMO7203120,WDC3923,70,5,24,7,,30,A,
367767460,32.79116684582306,30.16278848657574,0.7,178.9,511,DEBBIE B,,WDJ3380,,15,,,,,B,ew
303454000,38.261086767002986,9.183563746486689,0,196.5,65,DAEDALUS,,WDC6227,37,15,39,,,,B,ew
367318730,29.96777,-90.26348,1.4,-184.9,511,MARY D,,WCX7859,60,0,15,5,,,B,
367512520,38.41191,-82.49987,6.5,-164.5,244,T LUKE SAVAGE,,WDG2137,31,12,28,,,,B,
367759080,30.05847,-93.61847,6.1,90,89,AMERICAN POWER,,WDJ2513,31,12,,,,,B,
367393270,42.55388955692939,36.266045574559286,0,36.9,511,NICHOLAS L,,WDE7436,90,0,30,6,,53,B,ns
367375120,43.359632940218674,35.72418410000894,0,40.2,93,PACIFIC SOJOURN,IMO8856431,WDE6045,30,0,18,7,,,B,ns
366989360,42.601320195891525,29.88634276557581,35.6,-162.6,247,INTINTOLI,IMO9144653,WCX2709,60,0,41,12,1.5,,B,sn
367717180,40.88770303397331,28.817557949232132,0,-49.6,511,SAGE JOHNSON,,WDI6292,31,0,12,,,,B,
367503240,35.674877281414844,29.08576645740638,3.3,4.9,34,SAVAGE INSIGHT,,WDF9252,31,0,28,10,,,B,ew
367456870,34.15477660717002,25.365208939210586,0,-135.2,279,LIBERTY,IMO8981432,WDF4885,31,0,22,9,,0,B,ew
367186340,31.260870485304963,33.35921458803683,0,15.8,319,BILLY BURKETT,,WDD7433,31,12,26,9,,,B,
367098010,41.0185999518313,28.9954231220206,0,5.4,511,GOLD COAST,IMO8852540,WDC9135,31,0,18,7,,,B,
367051340,38.028058711418375,10.488795975419945,0,-188.4,511,BILL SPENCE,,WAN6438,31,0,18,8,,31,B,ew
366997820,36.032875884770846,-4.970538166019934,0,-111,511,KRISTIN ALEXIS,IMO8635784,WDC2794,31,15,18,7,,,B,ew
366950740,35.664481624091955,32.39051855193911,5.9,62.9,62,AMERICAN QUEEN,IMO9084542,WDG2957,60,8,117,25,,,B,ew
367313850,42.21105873153431,30.494790334904174,0,-49.6,511,CALCASIEU RIVER,,WDD9615,60,15,11,4,,,B,sn
366991740,43.96611556591697,30.503073988164186,27.3,-154.4,249,TEXAS,,WDC2352,50,0,21,6,,50,B,sn
366914190,45.287365449508236,36.562613196319376,12.2,-196.2,213,NEW JERSEY,IMO8643078,WYU8850,60,0,86,20,,,B,
256186000,45.271044407251445,36.55835909861715,0,-194.6,257,INTISAR,IMO9231901,9HNN8,80,0,249,44,14.6,82,B,
367008090,35.976590060755534,32.87906398859739,0.8,42.9,312,NEW YORK,IMO7437068,WZH4694,90,0,49,10,3.8,,B,ew
366772990,35.992011667083204,-3.1445601808533326,0,-123.6,298,WSF KALEETAN,IMO8835346,WY2512,60,15,116,22,5.6,,B,ew
368099010,36.275845309593564,-0.9492690726126228,0,-175.8,511,CAPTAIN RAPHAEL,IMO8685520,WDK8950,31,0,26,9,3,31,B,ew
367017940,37.69246062853729,6.837857086009147,2.8,21.5,353,CATHY,IMO8991035,WDF2373,31,0,23,10,,,A,ew
367589280,39.255742857993745,4.814472790130614,0,-165.6,284,INDEPENDENCE,,WDG9585,31,12,25,,,,B,ew
338447000,43.13089862281253,30.515713058830592,11.9,199.7,198,OSG HORIZON,IMO9436549,WDF6180,31,0,46,15,6.5,57,B,sn
354614000,45.30285036610448,36.653614057541915,18.5,93.5,95,NYK ATLAS,IMO9262728,H8TS,70,0,299,40,14,74,B,
303104000,35.79352034936347,30.174257023268687,8.8,-90.7,320,SEABULK CHALLENGE,IMO7816551,KNJL,80,0,191,32,13.2,,B,ew
366813470,36.152093363595995,34.3992717315076,17.9,71.8,511,JUDY D,IMO8968399,WDA4820,60,0,39,9,,,A,ew
367096360,31.174563400466408,33.23448254828896,0,90.3,71,TIM BURNS,,WDC9010,31,15,26,9,,,B,
366996130,37.02061956656871,1.7739317972638624,0.1,-91.9,511,COLORADO,,WDC2661,31,15,21,8,,57,B,ew
367456860,39.907686164065844,0.277930615460452,0,-51.2,1,LAKE CHARLES,IMO8851273,WDF4884,31,5,23,8,,,A,ew
339673000,39.16222330662719,3.554470258246323,0,-173.8,216,MAN OF STEEL,,6YTK9,40,5,37,7,2.2,40,A,ns
338169433,38.24955284904841,-0.14726125342747487,10.9,-124.9,511,T/T VIVERE,,,53,,7,,,,B,ns
366996310,36.17844300617076,34.86607027308862,0,-194.5,511,DIXIE RENEGADE,,WDC2677,31,0,18,7,,57,B,ew
367599740,30.056,-90.84289,0.1,-166.4,511,PAIGE L STRAIT,,WDH2646,31,0,46,12,,31,B,
367493450,44.44295560945978,30.749080766234826,4.8,-203.7,207,ODYSSEA VALOR,IMO9555620,WDF8302,90,0,50,10,3,70,A,sn
367401290,37.87056110750249,10.854628400185883,10.9,105.3,511,GEORGE,,WDE8076,31,0,30,11,,52,B,ew
338107888,36.45659363576916,-0.013369909152285635,0.6,25.4,291,HAMPTON ROADS,,,90,3,36,9,,,B,ew
367127120,39.845563415530584,2.7516344260897023,1.3,-191.3,511,CAPT WICK,,WCZ7147,33,0,0,0,3.5,33,B,ew
367003890,36.70538733973062,1.7615996190149599,0.1,137.2,511,MIKE CHARLEVILLE,,WDC3206,31,0,17,6,,31,B,ew
338118674,35.63260662994656,18.347060802431166,0.1,179.8,241,BAYWATCH 19,,WZB9310,90,15,,,,,B,ew
366733250,43.95237342386836,36.06121107011573,0,-49.6,511,ATLANTIC SURVEYOR,,WTR5417,70,0,31,7,,,B,ns
367555330,44.66332779813951,31.21734887565131,4.3,51,511,LOUISIANA STAR,,WDG6282,31,0,19,,,,B,sn
367550000,44.87006544821165,36.58300259775226,0,-53.9,511,GO NAVIGATOR,IMO9566887,WDK3552,90,5,45,11,3,90,A,sn
338127175,43.19018367325227,30.065486392107804,0,-49.6,511,KROWS NEST,,,37,,13,,,,B,sn
367075220,45.27367266400637,36.63748481863106,0,-186.2,511,CAPT AJ,,WDC7689,31,12,17,6,,,B,
316001698,35.97259800473249,-4.167612202163858,0,193,511,ALGOMA TRANSPORT,IMO7711737,VCLX,70,0,222,23,9.2,,B,ew
367327650,37.59424806987538,5.996117489081887,4.2,151.9,511,BROWN WATER XII,IMO8992560,WDE2639,31,0,20,7,,,B,ew
367622520,35.577237079876596,20.5568244039568,0,-89,24,MAGNOLIA,,WDH4902,31,8,21,,,,B,ew
367056452,35.70649885511858,16.817111669889545,0,-122.4,358,NORDIC STAR,IMO7719636,WDC6442,30,0,32,8,4,,B,ew
367722850,40.859633657480174,28.79523871800667,0,-49.6,511,VAMOOSE,,WDI6847,37,,,,,,B,
311058700,35.78076530188243,17.72032437842822,11.7,108.9,107,DISNEY FANTASY,IMO9445590,C6ZL6,60,0,339,40,8.3,,B,ew
367009020,31.722731557798166,33.34989251094469,0.1,58,42,CONTI,IMO9285299,WDD3645,90,0,64,16,4.9,90,B,
366921420,36.78510603833329,0.8234979372258961,0,190.4,511,HUGH S MONSTED,IMO8992132,WDB6286,31,12,25,9,,,B,ns
256838000,29.2578,-94.49748,0,-180.6,159,LILLO SWAN,IMO9390329,9HDO9,80,1,99,15,6,80,A,
367718440,40.5932,-80.65412,0.8,178.6,511,ALIQUIPPA,,WDI6411,31,0,31,8,,,B,
366898790,30.69189,-81.45541,0,-49.6,511,EAST RIVER,,WDB4477,60,15,11,4,,,B,
367463740,45.27760022270696,36.66024094749505,7.7,-202.4,209,SPARTAN,IMO7047461,WDF5483,31,0,36,9,4,,B,
367459110,35.416204483323085,29.292073844069456,3.9,9.5,89,GERALD MAJORS,,WDF5077,31,0,47,14,,,A,ew
366866930,35.56948970581746,17.61137231179201,0,-49.8,179,TUG RESPONSE,IMO9258806,WDA9597,52,0,40,14,6.1,52,B,ew
366695810,31.523938623228478,33.50144426818957,0.1,-91.1,511,WESTRAC II,,WCU4545,31,0,22,8,,52,B,
366950460,36.002526041820275,-1.2867917662427188,0,-92.5,95,LITTLE BULLY,,WDH8119,31,15,16,6,,52,B,ew
367091050,36.04181718513667,-3.068870541986293,9.8,76.3,511,MCALLISTER RESPONDER,IMO6801743,WDC8665,31,0,32,8,3.8,,B,ew
367617690,36.49390087626583,1.427186224396049,4.1,107.7,511,ROBERT CENAC,,WDH4434,31,0,17,,,,B,ew
369999000,45.29220889813972,36.497892888931254,0,-138.3,80,JADWIN,,AEDL,90,15,83,,,33,B,
367476430,41.03432901014945,28.983478797320387,0,-49.6,511,HARBOR LIGHTS,,WDF6650,60,0,34,9,,,B,
366952890,40.781945965142235,28.802964525719023,0,-158.6,248,SPIRIT OF AMERICA,IMO9364423,WDB8298,60,0,94,21,4.2,60,B,
367795270,40.79452719022642,28.977202475071525,4.2,49.1,51,CADEN FOSS,IMO9833979,WDJ6190,31,0,,,,,B,
367633210,36.256618264897995,35.47497072721871,0,166.8,350,ODETTE CENAC,,WDH5960,31,5,21,,,,A,ew
636015587,33.16840811037245,26.70792521849346,13.5,4.2,4,GOLDEN RAY,IMO9640102,D5BQ9,80,0,141,24,9.7,80,B,ew
366850210,30.09158,-93.29853,6.2,-102.8,306,CUMBERLAND,,WDA8058,31,0,21,9,,57,B,
367497340,55.05936,-162.32752,0,-191.1,206,MISS COURTNEY KIM,,WDF8673,30,15,17,5,,30,B,
306258000,41.03579272451615,29.022211105774222,0,45,176,VICTORIA CLIPPER,IMO8520757,PJAO,60,5,40,9,1.6,60,A,
366748250,36.85678890494652,15.056614002483235,0,95.6,511,HELEN,,WCY3321,31,0,19,6,,,B,ew
367394940,36.9014053231108,1.7387218984113637,0,-120.8,233,ESCAMBIA,IMO9190951,WDE7575,31,0,27,15,1.6,31,B,ew
316006922,44.09128561044433,30.828312474439198,0,-188.2,77,CCGS CAPE KUPER,,CFN4250,90,0,13,4,2.2,51,B,sn
367105510,44.570023204332195,36.4124012449712,0,0,511,HENRY BRUSCO,IMO7829778,WDC9691,31,0,30,8,,,B,sn
367732640,36.36566602431738,-0.2698886993183354,0,107.4,511,SOMEWHERE IN TIME,,WDI7831,37,0,23,6,,37,B,ew
367564950,35.8819390555005,-2.5117336737413396,0,-164.1,511,SIR RANDY J,,WDG7206,31,0,19,,,,B,ew
367652650,40.70660061711269,28.8619228554369,9.7,-134.7,511,TWO HARBORS,,WDH7890,60,0,24,6,,,B,
366904380,36.09776335459834,32.18664061402697,0,177.8,359,COLONEL,IMO7717688,WDB4973,31,0,35,9,4.3,,B,ew
366855060,35.84477071063495,32.799486486229675,0.1,107.2,511,NEW DEL MAR,,WDA8503,60,15,22,7,,,B,ew
367093970,37.01665095822227,3.5990148497306396,0,-139.6,511,CAPT STEVE,,WYB7050,31,0,17,6,,52,B,ew
367120230,35.89009853196759,34.308387926699545,8.7,114.2,511,SONIE,IMO9373723,WDD2812,31,0,24,9,4,52,B,ew
367385550,44.575867821237416,36.41572444219045,0,0,511,COHO,,WDE6838,37,,17,5,,,B,sn
367801000,36.07849024014227,17.20781488253085,0,0,511,CAPE KNOX,IMO7715290,KAOP,70,15,212,32,10.6,70,B,we
338417000,36.8230180678872,13.39216429256042,0,174.2,358,SIKULIAQ,IMO9578945,WDG7520,90,5,70,15,6,,A,ew
366978910,36.27433697832982,21.46253859119884,2.3,-187.5,511,RUBY E,,WDF2945,31,15,17,7,,,B,we
538007957,41.00641501846937,28.97083894588699,1.8,72,79,NEPTUNE,IMO7504237,V7II9,99,0,49,10,6.2,99,B,
367161940,36.27588360398136,16.649252236534362,7.6,135.6,138,KATHERINE,IMO7914585,WDD5676,31,0,30,9,4.2,,B,ew
366929780,36.111349417552695,20.966787568160843,0,-113.2,511,ROSELLA,IMO7308267,WDB6740,30,7,21,6,,30,B,we
367702550,36.40742454788998,15.027345039704924,0.5,-187.6,169,SAFETY TEAM,,WDI4838,31,15,21,8,,,A,ew
367045190,35.97695349993726,34.971018711752876,0,-63.4,511,BALTIC DAWN,,WDE7500,31,0,21,8,,52,B,we
367464840,36.72378708590303,19.369521323882083,0,133.1,511,MR JOE,,WDF5575,31,15,15,6,,,B,we
367544960,36.05770099240063,33.524550521577446,0,-154.1,270,THUNDER,,WDG5276,31,0,22,,,,B,we
366892730,38.38148722344861,6.842440795353228,0,-49.6,511,W STANFORD WHITE,IMO8986248,WDB3916,60,0,51,13,,,B,ew
367315810,42.9318038893102,35.480924304653776,0,19.9,511,ANDRONICA,IMO8036809,WDD9746,30,7,28,7,,30,B,sn
367601440,35.903451558014986,29.666702592092655,0.1,-188.1,351,MR ERNIE,IMO9735696,WDH2812,90,0,53,10,,,B,we
367741140,41.038766816550584,28.990674452081308,0,-150.9,25,ANDREA,IMO8966717,WDI8687,31,0,28,9,,31,B,
316001238,35.55209251749952,31.634946670996293,12.7,108.7,112,MAYNE QUEEN,IMO6522567,VGRR,60,0,84,18,2.4,,B,we
366989940,35.4623606215333,20.180145928436794,0,-168.7,290,MICHAEL LUHR,,WDC2243,31,0,49,14,,31,B,ew
368006070,35.73421911563762,-4.784963398609166,0,-49.6,511,MACK B,,WDJ7371,,0,,,,,A,ew
367177370,36.302237784659184,20.808759466493253,0.2,-156.9,256,SARAH D,IMO7400510,WDI9093,31,15,28,9,4.1,,B,we
316005494,40.273629934259674,13.099124971276657,0,-49.6,511,NORTH ARM WAVE,,CY6828,,0,19,6,3,,B,sn
367553780,40.72879255425336,29.001755120249506,0,-49.6,511,SEWICKLEY,,WDG6126,37,1,22,,,,A,
367571640,36.216548985428055,16.412408150684765,0,-49.6,511,SENECA CHIEF,,WDG7867,31,15,20,,,,B,ew
367461560,29.94387,-91.84222,0,0,511,MS MONICA,IMO8981365,WDF5295,90,0,40,8,2.3,,B,
369970732,43.279574778602594,36.67866374095458,0,-49.6,511,GORDON M STEVENS,,APPLY,90,0,37,10,2.4,,B,sn
366972910,31.554901416592216,33.36910788583783,5.4,-139.6,511,T CLAUDE DEVALL,,WYU9725,31,0,15,6,,31,B,
316020871,45.289947907324915,36.47160846635582,0,187,4,SEASPAN EAGLE,IMO9432971,CFN6642,31,0,28,12,5.3,,B,
367750310,35.30564403584307,17.43557475400479,0.9,36,511,DIAMOND TENDER,,WDI9600,31,0,14,6,,,B,ew
316014621,31.329652299417365,33.159705545595855,0,-84.6,33,BURRARD PACIFIC BREE,IMO9585003,,60,0,33,11,3.5,60,B,
